,Scheme_Name,Min_Sip,Min_Lumpsum,Expense_Ratio,Fund_Size_Cr,Fund_Age_Yr,Fund_Manager,Sortino,Alpha,Sd,Beta,Sharpe,Risk_Level,Amc_Name,Rating,Category,Sub_Category,Returns_1Yr,Returns_3Yr,Returns_5Yr,Score,fund_score,rank,composite_score,Rank
609,Quant Tax Plan- Direct Growth,500,500,0.57,"₹2,779Cr",10,Vasav Sahgal,3.5,17.63,19.74,0.96,2.03,6,Quant Mutual Fund,5,Equity,Elss Mutual Funds,0.9,0.9,22.2,10.2785,0.4669995027626664,3.0,0.5223707451006375,5.0
610,Quantum Dynamic Bond Fund,500,500,0.61,₹85Cr,8,Pankaj Pathak,1.05,0.93,1.77,0.83,0.66,3,Quantum Mutual Fund,3,Debt,Dynamic Bond,5.4,5.4,6.9,2.6775,0.20743814743408964,704.0,0.3584941042725165,610.0
611,Quantum Equity Fund,500,500,0.51,₹88Cr,14,Chirag Mehta,3.01,-0.78,14.75,0.86,1.32,6,Quantum Mutual Fund,2,Other,Fofs Domestic,-0.5,-0.5,9.1,2.331999999999999,0.25032059170151977,446.0,0.38615238435259974,416.0
612,Quantum Gold Savings Fund,500,500,0.06,₹83Cr,12,Chirag Mehta,0.98,-0.98,13.78,0.99,0.44,5,Quantum Mutual Fund,1,Other,Fofs Domestic,14.3,14.3,13.0,3.2004999999999995,0.2760048412134821,290.0,0.4592416002387085,40.0
613,Quantum Liquid Fund,500,5000,0.15,₹628Cr,17,Pankaj Pathak,0.92,0.94,0.36,0.65,0.19,1,Quantum Mutual Fund,2,Debt,Liquid Mutual Funds,5.4,5.4,4.9,1.938,0.18336193721471827,772.0,0.365663421698166,572.0
614,Quantum Long Term Equity Value Fund,500,500,1.29,₹837Cr,17,George Thomas,3.0,2.04,15.72,0.9,1.42,6,Quantum Mutual Fund,2,Equity,Value Funds,2.4,2.4,8.8,2.7365,0.2473015635293651,470.0,0.340936347451539,688.0
615,Quantum Multi Asset Fund,500,500,0.1,₹49Cr,11,Chirag Mehta,3.12,0.61,6.73,0.42,1.24,4,Quantum Mutual Fund,3,Other,Fofs Domestic,5.5,5.5,8.1,2.8875,0.26476126321162097,355.0,0.42414496751607,143.0
616,Quantum Tax Saving Fund,500,500,1.29,₹115Cr,14,Christy Mathai,3.04,1.68,15.47,0.88,1.44,6,Quantum Mutual Fund,3,Equity,Elss Mutual Funds,2.9,2.9,8.9,2.862,0.24871485266824636,459.0,0.3431279631593292,682.0
617,Sbi Arbitrage Opportunities Fund,500,5000,0.36,"₹8,800Cr",10,Neeraj Kumar,0.93,1.18,0.76,0.45,0.77,1,Sbi Mutual Fund,2,Hybrid,Arbitrage Mutual Funds,5.8,5.8,5.4,2.2315,0.20480358164262613,718.0,0.3685982619595435,556.0
618,Sbi Banking & Financial Services Fund,500,5000,0.78,"₹3,747Cr",8,Milind Agrawal,1.98,0.4,22.28,0.85,0.95,6,Sbi Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,5.5,5.5,12.5,3.5744999999999996,0.2693034620914515,329.0,0.3967655199964113,322.0
619,Sbi Banking And Psu Fund,500,5000,0.35,"₹4,982Cr",10,Rajeev Radhakrishnan,1.17,4.72,2.06,2.4,0.73,3,Sbi Mutual Fund,2,Debt,Banking And Psu Mutual Funds,3.8,3.8,7.0,3.2494999999999994,0.22712810529227492,603.0,0.38262041093517596,449.0
620,Sbi Bluechip Fund,500,5000,0.9,"₹33,987Cr",10,Sohini Andani,3.98,1.08,16.39,0.96,1.39,6,Sbi Mutual Fund,3,Equity,Large Cap Mutual Funds,4.2,4.2,11.4,3.4515,0.2856912614130456,230.0,0.3946529096106462,345.0
621,Sbi Conservative Hybrid Fund,500,5000,0.57,"₹7,250Cr",10,Saurabh Pant,4.24,5.19,4.11,0.56,2.23,5,Sbi Mutual Fund,4,Hybrid,Conservative Hybrid Mutual Funds,6.2,6.2,8.8,4.462000000000001,0.31974187719506536,102.0,0.42962015016153027,113.0
622,Sbi Consumption Opportunities Fund,500,5000,1.18,"₹1,185Cr",10,Saurabh Pant,3.65,10.04,15.53,0.76,1.77,6,Sbi Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.1,11.1,12.7,5.8984999999999985,0.3464987502386739,52.0,0.4205969656797519,164.0
623,Sbi Contra Fund,500,5000,0.91,"₹8,340Cr",10,Dinesh Balachandran,4.43,15.26,16.56,0.89,2.13,6,Sbi Mutual Fund,5,Equity,Contra Funds,15.0,15.0,15.6,7.989999999999999,0.42304866257238016,9.0,0.4893906702097057,16.0
624,Sbi Corporate Bond Fund,500,5000,0.34,"₹16,551Cr",4,Rajeev Radhakrishnan,1.54,1.51,1.88,0.75,0.92,2,Sbi Mutual Fund,3,Debt,Corporate Bond Mutual Funds,4.1,4.1,8.9,3.4575,0.2447688377713127,487.0,0.39756240987890695,315.0
625,Sbi Credit Risk Fund,500,5000,0.92,"₹2,782Cr",10,Lokesh Mallya,2.05,2.96,1.82,0.17,1.5,5,Sbi Mutual Fund,3,Debt,Credit Risk Funds,5.2,5.2,7.0,3.2965,0.24492517676974412,486.0,0.36068729620876094,600.0
626,Sbi Dynamic Bond Fund,500,5000,0.87,"₹2,407Cr",10,Dinesh Ahuja,0.88,1.34,2.49,1.06,0.66,3,Sbi Mutual Fund,4,Debt,Dynamic Bond,5.9,5.9,7.9,3.149000000000001,0.21116666937020195,687.0,0.3485292560672722,653.0
627,Sbi Equity Hybrid Fund,500,1000,0.79,"₹54,492Cr",10,R Srinivasan,2.77,0.1,11.8,0.79,1.25,6,Sbi Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,-1.9,-1.9,10.8,3.2910000000000004,0.25605166188502615,414.0,0.37313589752044196,522.0
628,Sbi Equity Minimum Variance – Direct Growth,500,5000,0.42,₹134Cr,4,Raviprakash Sharma,3.09,2.72,14.84,0.81,1.47,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,4.9,4.9,8.9,2.7045,0.2783734449986408,276.0,0.41353949145831964,212.0
629,Sbi Equity Savings Fund,500,1000,0.67,"₹2,264Cr",8,Neeraj Kumar,3.49,2.91,6.94,1.02,1.47,4,Sbi Mutual Fund,3,Hybrid,Equity Savings Mutual Funds,2.2,2.2,8.1,3.3245,0.2637333076753679,361.0,0.3842971576642354,434.0
630,Sbi Flexi Cap Fund,500,1000,0.85,"₹15,602Cr",10,R Srinivasan,3.25,0.62,15.31,0.88,1.4,6,Sbi Mutual Fund,3,Equity,Flexi Cap Funds,-1.0,-1.0,11.0,3.3019999999999996,0.2682609264166179,335.0,0.37853632787781055,479.0
631,Sbi Floating Rate Debt Fund,500,5000,0.26,"₹1,604Cr",2,Rajeev Radhakrishnan,2.87,1.855,12.3,0.86,1.29,2,Sbi Mutual Fund,3,Debt,Floater Mutual Funds,5.0,5.0,8.9,3.0779999999999994,0.27138601505539867,319.0,0.4194867497188991,172.0
632,Sbi Fmp – Series 1 (3668 Days) – Direct Growth,0,5000,0.0,₹40Cr,4,Ranjana Gupta,1.0,9.3,3.62,5.09,0.69,3,Sbi Mutual Fund,0,Debt,Fixed Maturity Plans,4.8,4.8,8.9,4.2325,0.26538603801856014,353.0,0.4322957077368391,101.0
633,Sbi Focused Equity Fund,500,5000,0.69,"₹26,561Cr",10,R Srinivasan,2.61,-0.62,15.84,0.81,1.17,6,Sbi Mutual Fund,3,Equity,Focused Funds,-4.9,-4.9,12.2,3.3529999999999998,0.2597365709135137,389.0,0.3794042035586443,473.0
634,Sbi Gold Fund,500,5000,0.1,"₹1,265Cr",10,Raviprakash Sharma,0.95,-0.94,13.62,0.98,0.44,6,Sbi Mutual Fund,3,Other,Fofs Domestic,14.8,14.8,13.4,3.634999999999999,0.2794842235322885,265.0,0.4605335954559247,36.0
635,Sbi Healthcare Opportunities Fund,500,5000,1.09,"₹1,574Cr",10,Tanmaya Desai,2.12,4.45,19.03,0.87,1.09,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-1.6,-1.6,13.6,4.1385000000000005,0.2808459950554477,258.0,0.3722184027075167,531.0
636,Sbi Infrastructure Fund,500,5000,1.88,₹927Cr,10,Bhavin Vithiani,4.0,10.52,16.14,0.57,1.79,6,Sbi Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,12.8,12.8,13.0,6.032499999999999,0.34032204429984053,68.0,0.37860576263165613,478.0
637,Sbi Large & Midcap Fund,500,5000,0.99,"₹9,441Cr",10,Saurabh Pant,3.24,6.49,16.04,0.89,1.67,6,Sbi Mutual Fund,5,Equity,Large & Mid Cap Funds,6.5,6.5,13.6,5.565999999999999,0.3320831146048201,83.0,0.42080138811539536,163.0
638,Sbi Liquid Fund,500,500,0.18,"₹57,052Cr",10,R Arun,4.07,1.35,0.38,0.76,0.88,2,Sbi Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,5.6,5.3,2.42,0.23381414951974527,554.0,0.3944858916446016,348.0
639,Sbi Long Term Advantage Fund,0,500,1.75,₹164Cr,6,R Srinivasan,3.93,12.2,18.27,0.87,1.79,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,0.1,0.1,19.5,7.6034999999999995,0.387205779940434,21.0,0.4041184167642231,260.0
640,Sbi Long Term Advantage Fund,0,500,1.76,₹57Cr,7,R Srinivasan,3.71,10.16,15.74,0.83,1.9,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,1.1,1.1,15.4,6.1155,0.3458639802860514,55.0,0.37521644135446974,500.0
641,Sbi Long Term Advantage Fund,0,500,1.76,₹30Cr,8,R Srinivasan,3.76,9.72,15.74,0.83,1.85,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,0.5,0.5,14.5,5.7475,0.33362049297567187,79.0,0.3655087422392137,574.0
642,Sbi Long Term Advantage Fund,0,500,1.76,₹36Cr,8,R Srinivasan,3.69,10.17,15.98,0.84,1.87,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,1.0,1.0,14.0,5.679,0.3317245447318241,84.0,0.36395900560781136,584.0
643,Sbi Long Term Advantage Fund,0,500,1.76,₹222Cr,5,R Srinivasan,3.73,4.52,15.18,0.84,1.61,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,4.5,4.5,8.9,3.007,0.261253582193133,381.0,0.3230892523515604,743.0
644,Sbi Long Term Advantage Fund,0,500,1.76,₹278Cr,5,R Srinivasan,3.18,-0.17,15.54,0.88,1.32,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,-2.7,-2.7,8.9,1.991,0.21805371937240295,651.0,0.28963111418174037,795.0
645,Sbi Long Term Equity Fund,500,500,1.07,"₹12,158Cr",10,Dinesh Balachandran,3.21,3.78,15.64,0.9,1.59,6,Sbi Mutual Fund,3,Equity,Elss Mutual Funds,8.7,8.7,11.6,4.123500000000001,0.30249029772317765,142.0,0.40092750840370156,286.0
646,Sbi Magnum Children’S Benefit Fund,500,5000,0.86,₹89Cr,10,Rajeev Radhakrishnan,3.92,6.29,6.03,0.57,1.72,4,Sbi Mutual Fund,4,Solution Oriented,Childrens Funds,3.1,3.1,8.3,4.319,0.28720116189610495,220.0,0.3852046379210608,426.0
647,Sbi Magnum Comma Fund,500,5000,2.03,₹417Cr,10,Richard Dsouza,2.37,1.41,21.13,1.06,1.24,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-12.1,-12.1,11.3,2.7089999999999996,0.2150777642863374,666.0,0.26018469861535926,810.0
648,Sbi Magnum Equity Esg Fund,500,1000,1.35,"₹4,456Cr",10,Rohit Shimpi,2.88,-0.26,15.89,0.92,1.29,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-2.7,-2.7,12.2,2.9579999999999997,0.2546617754855012,427.0,0.34172265336771435,686.0
649,Sbi Magnum Gilt Fund,500,5000,0.46,"₹4,301Cr",10,Dinesh Ahuja,1.1,1.45,2.66,0.53,0.77,3,Sbi Mutual Fund,5,Debt,Gilt Mutual Funds,5.7,5.7,8.3,3.5015,0.2308544646392142,574.0,0.3833641392675613,446.0
650,Sbi Magnum Global Fund,500,5000,1.25,"₹5,257Cr",10,R Srinivasan,2.42,3.66,13.28,0.64,1.42,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,1.6,1.6,11.5,3.707499999999999,0.2739536090697098,303.0,0.3611127311743526,597.0
651,Sbi Magnum Income Fund,500,5000,0.8,"₹1,510Cr",10,Dinesh Ahuja,1.56,1.92,2.35,1.04,0.94,4,Sbi Mutual Fund,4,Debt,Medium To Long Duration Funds,4.8,4.8,7.8,3.3024999999999998,0.22670359259010217,608.0,0.3594555814848953,604.0
652,Sbi Magnum Low Duration Fund,500,5000,0.4,"₹7,717Cr",10,Rajeev Radhakrishnan,3.47,3.11,0.8,1.37,1.58,3,Sbi Mutual Fund,3,Debt,Low Duration Funds,5.2,5.2,6.4,3.1795,0.2636022869314172,362.0,0.40256238972308667,271.0
653,Sbi Magnum Medium Duration Fund,500,5000,0.69,"₹7,087Cr",10,Dinesh Ahuja,2.05,2.34,2.19,0.87,1.18,4,Sbi Mutual Fund,4,Debt,Medium Duration Funds,4.6,4.6,7.9,3.4865,0.24343591945576037,493.0,0.3751552115382654,502.0
654,Sbi Magnum Midcap Fund,500,5000,0.97,"₹8,732Cr",10,Sohini Andani,3.93,5.5,17.15,0.91,1.89,6,Sbi Mutual Fund,4,Equity,Mid Cap Mutual Funds,6.4,6.4,13.5,5.176500000000001,0.3402152707361986,69.0,0.4275348907887408,124.0
655,Sbi Magnum Ultra Short Duration Fund,2000,5000,0.31,"₹8,907Cr",10,R Arun,3.14,2.47,0.58,1.2,1.49,2,Sbi Mutual Fund,2,Debt,Ultra Short Duration Funds,5.2,5.2,6.1,2.8175,0.25548068757687376,420.0,0.40264566230445903,269.0
656,Sbi Multi Asset Allocation Fund,500,5000,0.88,₹609Cr,10,Dinesh Balachandran,2.98,2.18,8.2,0.48,1.35,6,Sbi Mutual Fund,3,Hybrid,Multi Asset Allocation Mutual Funds,5.9,5.9,9.6,3.5579999999999994,0.2688669295982566,331.0,0.3837357922962537,440.0
657,Sbi Nifty Index Fund,500,5000,0.18,"₹3,324Cr",10,Raviprakash Sharma,3.47,-0.69,16.8,1.0,1.31,6,Sbi Mutual Fund,3,Other,Index Funds,0.9,0.9,11.8,3.215,0.28834929380268454,212.0,0.4352387747243577,91.0
658,Sbi Overnight Fund,2000,5000,0.1,"₹19,888Cr",10,R Arun,-0.25,0.56,0.35,0.43,-0.05,1,Sbi Mutual Fund,2,Debt,Overnight Mutual Funds,5.3,5.3,4.6,1.738,0.1640936561600696,791.0,0.356450372295706,618.0
659,Sbi Psu Fund,500,5000,1.42,₹505Cr,10,Richard Dsouza,2.32,-0.18,19.98,0.78,1.1,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,16.0,16.0,7.4,1.295,0.2300894880609047,581.0,0.3447665438719532,676.0
660,Sbi Savings Fund,500,500,0.23,"₹19,441Cr",10,R Arun,4.1,2.73,0.59,1.19,1.93,3,Sbi Mutual Fund,3,Debt,Money Market Funds,5.5,5.5,6.2,3.1415,0.28170308880348327,251.0,0.42376501368969755,148.0
661,Sbi Short Term Debt Fund,500,5000,0.35,"₹13,289Cr",10,Rajeev Radhakrishnan,1.57,5.0,1.7,2.44,1.02,2,Sbi Mutual Fund,3,Debt,Short Duration Funds,4.6,4.6,6.8,3.4695,0.24041875476220212,509.0,0.3917566875578681,377.0
662,Sbi Small Cap Fund,500,5000,0.7,"₹15,395Cr",10,R Srinivasan,4.07,6.48,16.81,0.75,1.88,6,Sbi Mutual Fund,4,Equity,Small Cap Mutual Funds,8.2,8.2,15.3,5.949,0.3706766246668112,29.0,0.46632089391591514,30.0
663,Sbi Tax Advantage Fund,0,500,1.76,₹28Cr,9,R Srinivasan,4.1,9.96,16.07,0.84,1.85,4,Sbi Mutual Fund,0,Equity,Elss Mutual Funds,1.9,1.9,21.8,7.968500000000002,0.40604016174900803,13.0,0.42420400678895565,142.0
664,Sbi Technology Opportunities Fund,500,5000,0.87,"₹2,861Cr",10,Saurabh Pant,2.36,8.38,19.71,0.77,1.51,6,Sbi Mutual Fund,0,Equity,Sectoral / Thematic Mutual Funds,-8.7,-8.7,21.0,7.2105,0.3729752183455938,28.0,0.43872240276496594,77.0
665,Shriram Balanced Advantage Fund,1000,5000,0.6,₹48Cr,4,Deepak Ramaraju,2.42,-0.22,7.82,0.53,1.22,6,Shriram Mutual Fund,3,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,2.9,2.9,8.9,2.8724999999999996,0.24690423040423556,473.0,0.3830874794702332,447.0
666,Shriram Flexi Cap Fund,1000,5000,0.65,₹60Cr,4,Deepak Ramaraju,2.74,-2.52,14.68,0.85,1.19,6,Shriram Mutual Fund,2,Equity,Flexi Cap Funds,1.4,1.4,8.9,1.8949999999999996,0.2354725085792007,538.0,0.3734989985798232,519.0
667,Shriram Hybrid Equity Fund,1000,5000,0.65,₹56Cr,9,Deepak Ramaraju,2.79,-1.5,11.64,0.81,1.16,6,Shriram Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,0.7,0.7,8.9,2.3970000000000002,0.23744367632862184,524.0,0.3723241075115435,526.0
668,Shriram Long Term Equity Fund,500,500,0.6,₹36Cr,4,Deepak Ramaraju,2.37,-3.01,14.39,0.83,1.14,6,Shriram Mutual Fund,3,Equity,Elss Mutual Funds,0.8,0.8,8.9,1.9549999999999996,0.22959174805488744,583.0,0.37245504453001205,525.0
669,Sundaram Aggressive Hybrid Fund,100,100,0.67,"₹2,981Cr",10,S Bharath,4.11,2.31,11.63,0.8,1.46,5,Sundaram Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.2,1.2,9.7,3.608999999999999,0.27878061506233554,272.0,0.39425819353136315,352.0
670,Sundaram Arbitrage Fund,500,100,0.28,₹108Cr,7,Rohit Seksaria,0.48,0.75,0.7,0.39,0.33,2,Sundaram Mutual Fund,1,Hybrid,Arbitrage Mutual Funds,5.3,5.3,2.8,1.1375,0.16224225696027836,794.0,0.3417014822537318,687.0
671,Sundaram Balanced Advantage Fund,500,100,0.62,"₹1,532Cr",10,S Bharath,3.24,2.13,7.66,0.51,1.51,4,Sundaram Mutual Fund,5,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,3.9,3.9,7.2,3.1985,0.2569649191061059,406.0,0.3842502121356704,435.0
672,Sundaram Banking & Psu Debt Fund,250,5000,0.19,₹450Cr,10,Dwijendra Srivastava,0.73,3.49,1.35,2.13,0.48,2,Sundaram Mutual Fund,2,Debt,Banking And Psu Mutual Funds,3.5,3.5,6.1,2.7405,0.2063618330425862,709.0,0.37765222906491464,488.0
673,Sundaram Consumption Fund,100,100,1.46,"₹1,106Cr",10,Ratish Varier,3.32,0.56,14.69,0.8,1.28,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,7.3,8.8,2.4604999999999997,0.2433938406331932,496.0,0.3375738640840456,699.0
674,Sundaram Corporate Bond Fund,250,5000,0.28,₹996Cr,10,Dwijendra Srivastava,2.14,1.84,1.74,0.58,1.15,2,Sundaram Mutual Fund,4,Debt,Corporate Bond Mutual Funds,4.5,4.5,7.3,3.258,0.24581129798309195,478.0,0.39882161381103637,300.0
675,Sundaram Debt Oriented Hybrid Fund,100,5000,1.2,₹30Cr,10,Dwijendra Srivastava,3.43,2.48,5.16,0.62,1.33,3,Sundaram Mutual Fund,2,Hybrid,Conservative Hybrid Mutual Funds,4.1,4.1,6.2,2.5729999999999995,0.23037923307106412,578.0,0.33252044375492495,718.0
676,Sundaram Diversified Equity – Direct Growth,100,500,1.66,"₹1,623Cr",10,Sudhir Kedia,3.5,0.65,15.5,0.9,1.41,6,Sundaram Mutual Fund,2,Equity,Elss Mutual Funds,2.2,2.2,8.9,2.4789999999999996,0.23695355071242574,526.0,0.3141269302871424,764.0
677,Sundaram Dividend Yield Fund,500,5000,1.02,₹382Cr,10,Ratish Varier,4.03,2.79,13.93,0.8,1.55,6,Sundaram Mutual Fund,0,Equity,Dividend Yield Funds,3.2,3.2,11.7,3.5905,0.2962899042707046,168.0,0.39124942965666454,383.0
678,Sundaram Emerging Small Cap Series Iii – Dir Growth,0,5000,0.75,₹297Cr,5,Rohit Seksaria,4.45,8.84,19.13,0.86,1.97,2,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,9.4,9.4,8.9,3.795,0.3271863218583798,89.0,0.4254533405662079,134.0
679,Sundaram Emerging Small Cap Series Iv – Dir Growth,0,5000,0.75,₹208Cr,5,Rohit Seksaria,4.29,7.54,18.88,0.85,1.9,4,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,6.7,6.7,8.9,3.534,0.3143766206255002,117.0,0.41449207311240155,208.0
680,Sundaram Emerging Small Cap Series V – Dir Growth,0,5000,0.79,₹79Cr,5,Rohit Seksaria,4.56,8.3,19.15,0.86,1.93,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.6,7.6,8.9,3.6759999999999997,0.3206196277667295,99.0,0.4165675956070613,195.0
681,Sundaram Emerging Small Cap Series Vi – Dir Growth,0,5000,0.77,₹41Cr,5,Rohit Seksaria,4.27,8.43,18.61,0.84,1.95,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,7.8,7.8,8.9,3.7350000000000008,0.3206110085043282,100.0,0.41813136441267784,187.0
682,Sundaram Emerging Small Cap Series Vii – Dir Growth,0,5000,0.97,₹141Cr,4,Rohit Seksaria,3.95,6.51,17.13,0.76,1.86,6,Sundaram Mutual Fund,0,Equity,Small Cap Mutual Funds,8.0,8.0,8.9,3.4009999999999994,0.30378395491348914,137.0,0.3985087936705669,309.0
683,Sundaram Equity Savings Fund,500,100,0.54,₹415Cr,10,Sudhir Kedia,3.24,2.5,6.14,0.94,1.5,3,Sundaram Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,3.9,3.9,9.9,3.9890000000000003,0.28406690763355114,237.0,0.41062980994491627,228.0
684,Sundaram Fin Serv Opportunities – Direct Growth,100,100,0.51,₹601Cr,10,Rohit Seksaria,2.35,2.92,22.98,0.89,1.06,6,Sundaram Mutual Fund,4,Equity,Sectoral / Thematic Mutual Funds,11.4,11.4,12.6,3.956999999999999,0.30218032312777154,145.0,0.4397261862253645,75.0
685,Sundaram Focused Fund,100,300,1.2,₹771Cr,10,Ravi Gopalakrishnan,2.47,-1.91,16.55,0.94,1.22,6,Sundaram Mutual Fund,4,Equity,Focused Funds,-1.8,-1.8,13.1,3.4575,0.256620351073793,409.0,0.35652999961602416,617.0
686,Sundaram Global Brand Fund,100,100,1.42,₹117Cr,10,Rohit Seksaria,1.59,1.855,16.95,0.86,0.88,6,Sundaram Mutual Fund,0,Other,Fofs Overseas,2.4,2.4,7.7,1.8954999999999997,0.2049621557127632,714.0,0.30581722585527626,773.0
687,Sundaram Infrastructure Advantage Fund,100,100,1.87,₹594Cr,10,Ashish Aggarwal,2.9,6.79,18.26,0.68,1.55,6,Sundaram Mutual Fund,2,Equity,Sectoral / Thematic Mutual Funds,7.3,7.3,9.1,3.6574999999999998,0.2658189106551934,348.0,0.3223296675618403,744.0
688,Sundaram Large And Mid Cap Fund,100,100,0.72,"₹4,885Cr",10,Ravi Gopalakrishnan,3.07,1.94,16.28,0.93,1.43,6,Sundaram Mutual Fund,3,Equity,Large & Mid Cap Funds,-1.3,-1.3,11.7,3.7375000000000007,0.28190432801777543,249.0,0.3940438216904026,358.0
689,Sundaram Large Cap Fund,100,100,0.6,"₹2,855Cr",2,Sudhir Kedia,3.64,-0.51,15.44,0.91,1.3,6,Sundaram Mutual Fund,5,Equity,Large Cap Mutual Funds,0.9,0.9,8.9,2.7305,0.2532732602858117,431.0,0.3840218056129591,439.0
690,Sundaram Liquid Fund,2000,1000,0.17,"₹4,169Cr",10,Dwijendra Srivastava,4.89,1.36,0.38,0.74,0.98,2,Sundaram Mutual Fund,4,Debt,Liquid Mutual Funds,5.7,5.7,3.3,1.9934999999999998,0.2251450660706845,619.0,0.385973054994295,419.0
691,Sundaram Low Duration Fund,2000,1000,0.33,₹433Cr,10,Dwijendra Srivastava,3.93,1.44,4.28,-1.59,0.83,2,Sundaram Mutual Fund,2,Debt,Low Duration Funds,5.6,5.6,1.8,1.1430000000000002,0.198921306515905,734.0,0.3532924036083996,636.0
692,Sundaram Lt Mc Tax Advantage Fund,0,500,1.22,₹27Cr,6,Rohit Seksaria,3.85,13.85,20.25,0.98,1.82,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,1.4,1.4,9.5,4.8614999999999995,0.31701952320849447,111.0,0.37531122540292655,499.0
693,Sundaram Lt Mc Tax Advantage Fund,0,500,1.23,₹31Cr,5,Rohit Seksaria,4.1,15.38,20.47,0.98,1.88,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,3.8,3.8,9.8,5.258,0.33298175827832005,80.0,0.3873015399807309,413.0
694,Sundaram Lt Mc Tax Advantage Fund,0,500,1.26,₹62Cr,6,Rohit Seksaria,3.89,13.76,19.92,0.95,1.81,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,3.5,3.5,8.6,4.5874999999999995,0.31094101672664093,122.0,0.3711586236137458,538.0
695,Sundaram Lt Tax Advantage Fund,0,500,1.3,₹18Cr,5,Rohit Seksaria,4.32,13.41,18.95,0.93,1.86,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,5.4,5.4,8.9,4.665,0.319338682961715,106.0,0.37770121244120847,487.0
696,Sundaram Lt Tax Advantage Fund,0,500,1.2,₹10Cr,7,Rohit Seksaria,3.46,2.08,16.02,0.94,1.51,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,4.0,4.0,12.5,3.5600000000000005,0.29242858354967993,188.0,0.3825973812108525,451.0
697,Sundaram Lt Tax Advantage Fund,0,500,1.01,₹16Cr,8,Rohit Seksaria,3.5,2.52,16.1,0.94,1.53,6,Sundaram Mutual Fund,0,Equity,Elss Mutual Funds,4.4,4.4,11.5,3.3574999999999995,0.2911206982311617,197.0,0.39124478417867903,384.0
698,Sundaram Medium Term Bond Fund,250,5000,1.11,₹45Cr,10,Dwijendra Srivastava,0.08,-0.16,2.44,1.03,0.05,3,Sundaram Mutual Fund,2,Debt,Medium Duration Funds,2.5,2.5,5.3,1.6389999999999998,0.14374883944097655,808.0,0.28432153971387075,797.0
699,Sundaram Mid Cap Fund,100,100,1.04,"₹7,048Cr",10,S Bharath,3.74,-1.14,16.07,0.87,1.53,6,Sundaram Mutual Fund,2,Equity,Mid Cap Mutual Funds,4.3,4.3,8.2,1.9389999999999992,0.24825557456731517,461.0,0.3608647626353756,599.0
700,Sundaram Money Market Fund,1000,1000,0.22,₹64Cr,5,Sandeep Agarwal,4.91,1.87,0.44,0.96,1.34,1,Sundaram Mutual Fund,3,Debt,Money Market Funds,5.4,5.4,8.9,3.6809999999999996,0.28889192903522704,209.0,0.4318661328807224,106.0
701,Sundaram Multi Cap Fund,100,100,0.97,"₹1,795Cr",10,Sudhir Kedia,3.06,2.11,15.69,0.9,1.48,6,Sundaram Mutual Fund,3,Equity,Multi Cap Funds,-2.2,-2.2,11.0,3.5900000000000003,0.2702871197120203,322.0,0.369693956141329,548.0
702,Sundaram Multi Cap Fund,0,5000,0.79,₹84Cr,5,Rohit Seksaria,3.45,0.55,15.71,0.91,1.39,6,Sundaram Mutual Fund,0,Equity,Multi Cap Funds,1.5,1.5,8.9,2.1875,0.25538245614947913,421.0,0.3745650429281697,509.0
